TIEMPO,ADC,DAC
1.039,0.000,0.001
1.04,0.000,0.000
1.041,0.000,0.001
1.042,0.000,0.001
1.043,0.000,0.001
1.044,0.000,0.001
1.045,0.000,0.001
1.046,0.000,0.004
1.047,0.001,0.005
1.048,0.001,0.008
1.049,0.003,0.013
1.05,0.005,0.021
1.051,0.008,0.035
1.052,0.013,0.066
1.053,0.026,0.120
1.054,0.045,0.226
1.055,0.085,0.422
1.056,0.159,0.794
1.057,0.304,1.000
1.058,0.423,1.000
1.059,0.492,1.000
1.06,0.556,1.000
1.061,0.610,1.000
1.062,0.658,1.000
1.063,0.701,1.000
1.064,0.739,1.000
1.065,0.771,0.941
1.066,0.782,0.986
1.067,0.817,1.000
1.068,0.840,1.000
1.069,0.860,1.000
1.07,0.876,1.000
1.071,0.892,1.000
1.072,0.906,0.984
1.073,0.913,1.000
1.074,0.925,1.000
1.075,0.935,0.999
1.076,0.942,1.000
1.077,0.949,1.000
1.078,0.956,1.000
1.079,0.960,0.998
1.08,0.963,1.000
1.081,0.968,1.000
1.082,0.972,1.000
1.083,0.976,0.997
1.084,0.978,1.000
1.085,0.981,1.000
1.086,0.983,1.000
1.087,0.985,0.996
1.088,0.985,1.000
1.089,0.987,1.000
1.09,0.989,1.000
1.091,0.990,0.997
1.092,0.991,0.999
1.093,0.991,1.000
1.094,0.993,1.000
1.095,0.993,1.000
1.096,0.994,1.000
1.097,0.994,1.000
1.098,0.995,0.999
1.099,0.995,1.000
1.1,0.996,1.000
1.101,0.996,1.000
1.102,0.997,1.000
1.103,0.997,0.997
1.104,0.996,0.996
1.105,0.995,0.996
1.106,0.996,0.993
1.107,0.995,0.987
1.108,0.993,0.977
1.109,0.989,0.959
1.11,0.983,0.921
1.111,0.968,0.853
1.112,0.943,0.725
1.113,0.895,0.481
1.114,0.803,0.021
1.115,0.622,0.000
1.116,0.547,0.000
1.117,0.478,0.000
1.118,0.420,0.000
1.119,0.367,0.000
1.12,0.322,0.000
1.121,0.281,0.000
1.122,0.247,0.000
1.123,0.216,0.000
1.124,0.187,0.032
1.125,0.173,0.000
1.126,0.147,0.000
1.127,0.129,0.000
1.128,0.113,0.029
1.129,0.108,0.004
1.13,0.090,0.000
1.131,0.077,0.000
1.132,0.069,0.000
1.133,0.060,0.000
1.134,0.053,0.000
1.135,0.046,0.005
1.136,0.043,0.000
1.137,0.034,0.000
1.138,0.032,0.000
1.139,0.027,0.006
1.14,0.026,0.000
1.141,0.022,0.000
1.142,0.019,0.000
1.143,0.016,0.000
1.144,0.015,0.000
1.145,0.012,0.000
1.146,0.011,0.000
1.147,0.010,0.000
1.148,0.009,0.000
1.149,0.007,0.000
1.15,0.006,0.000
1.151,0.006,0.000
1.152,0.005,0.000
1.153,0.004,0.000
1.154,0.004,0.000
1.155,0.003,0.000
1.156,0.003,0.000
1.157,0.000,0.005
1.158,0.004,0.005
1.159,0.003,0.008
1.16,0.006,0.006
1.161,0.005,0.006
