TIEMPO,ADC,DAC
0.483,0.987,1
0.484,0.9890000000000001,1
0.485,0.99,1
0.486,0.992,1
0.487,0.993,1
0.488,0.993,1
0.489,0.9940000000000001,1
0.49,0.995,1
0.491,0.996,1
0.492,0.996,1
0.493,0.996,1
0.494,0.997,1
0.495,0.997,1
0.496,0.997,1
0.497,0.998,1
0.498,0.998,1
0.499,0.998,1
0.5,0.998,1
0.501,0.998,1
0.502,0.998,1
0.503,0.9990000000000001,1
0.504,0.9990000000000001,1
0.505,0.9990000000000001,1
0.506,0.9990000000000001,1
0.507,0.9990000000000001,1
0.508,0.9990000000000001,1
0.509,0.9990000000000001,1
0.51,0.9990000000000001,1
0.511,0.9990000000000001,1
0.512,0.9990000000000001,1
0.513,0.9990000000000001,1
0.514,0.9990000000000001,1
0.515,0.9990000000000001,1
0.516,0.9990000000000001,1
0.517,1.0,1
0.518,0.9990000000000001,1
0.519,0.9990000000000001,1
0.52,0.9990000000000001,1
0.521,0.9990000000000001,1
0.522,0.9990000000000001,1
0.523,0.9990000000000001,1
0.524,0.9990000000000001,1
0.525,1.0,1
0.526,0.9990000000000001,1
0.527,0.9990000000000001,1
0.528,1.0,1
0.529,0.9990000000000001,1
0.53,0.9990000000000001,1
0.531,1.0,1
0.532,0.9990000000000001,1
0.533,1.0,1
0.534,0.9990000000000001,1
0.535,0.9990000000000001,1
0.536,1.0,1
0.537,1.0,1
0.538,1.0,1
0.539,1.0,1
0.54,0.9990000000000001,1
0.541,1.0,1
0.542,0.997,1
0.543,1.0,1
0.544,1.0,1
0.545,1.0,1
0.546,1.0,1
0.547,1.0,1
0.548,1.0,1
0.549,1.0,1
0.55,1.0,1
0.551,1.0,1
0.552,0.9990000000000001,1
0.553,1.0,1
0.554,1.0,1
0.555,1.0,1
0.556,0.9690000000000001,0
0.557,0.871,0
0.558,0.7390000000000001,0
0.559,0.622,0
0.56,0.524,0
0.561,0.441,0
0.562,0.37200000000000005,0
0.563,0.313,0
0.564,0.264,0
0.565,0.223,0
0.566,0.188,0
0.567,0.159,0
0.568,0.134,0
0.569,0.114,0
0.57,0.096,0
0.571,0.08199999999999999,0
0.572,0.069,0
0.573,0.057999999999999996,0
0.574,0.049,0
0.575,0.043,0
0.576,0.036000000000000004,0
0.577,0.03,0
0.578,0.026000000000000002,0
0.579,0.022000000000000002,0
0.58,0.018000000000000002,0
0.581,0.016,0
0.582,0.013000000000000001,0
0.583,0.011000000000000001,0
0.584,0.01,0
0.585,0.008,0
0.586,0.006999999999999999,0
0.587,0.006,0
0.588,0.005,0
0.589,0.004,0
0.59,0.003,0
0.591,0.003,0
0.592,0.002,0
0.593,0.002,0
0.594,0.002,0
0.595,0.001,0
0.596,0.001,0
0.597,0.001,0
0.598,0.0,0
0.599,0.0,0
0.6,0.0,0
0.601,0.0,0
0.602,0.0,0
0.603,0.0,0
0.604,0.0,0
0.605,0.0,0
0.606,0.0,0
0.607,0.0,0
0.608,0.0,0
0.609,0.0,0
0.61,0.0,0
0.611,0.0,0
0.612,0.0,0
0.613,0.0,0
0.614,0.0,0
0.615,0.0,0
0.616,0.0,0
0.617,0.0,0
0.618,0.0,0
0.619,0.0,0
0.62,0.0,0
0.621,0.0,0
0.622,0.0,0
0.623,0.0,0
0.624,0.0,0
0.625,0.0,0
0.626,0.0,0
0.627,0.0,0
0.628,0.0,0
0.629,0.0,0
0.63,0.0,0
0.631,0.0,0
0.632,0.0,0
0.633,0.0,0
0.634,0.0,0
0.635,0.0,0
0.636,0.0,0
0.637,0.0,0
0.638,0.0,0
0.639,0.0,0
0.64,0.0,0
0.641,0.0,0
0.642,0.0,0
0.643,0.0,0
0.644,0.0,0
0.645,0.0,0
0.646,0.0,0
0.647,0.0,0
